Receta;Categoria;Ingredientes;;;;;;;
Filete Mignon;Segundo;champiñones blancos frescos, cebolla, mantequilla, vermut dulce, jerez, ajo, salsa Worcestershire;;;;;;;
Filete Mignon con Papas Dulces Fritas;Segundo;mantequilla, champiñones frescos, vino tinto, tomillo seco, sal, pimienta negra;;;;;;;
Sartén Campestre de Brunch;Segundo;tocino, papas ralladas, pimiento verde, cebolla, sal, pimienta, huevos, queso cheddar;;;;;;;
Sopa Campesina de Zapallito;Segundo;aceite de oliva, ajo, papas, cebolla, apio, perejil, orégano, tomates, zapallito, sal, queso parmesano;;;;;;;
Salsa de Espinaca al Curry;Segundo;aceite de oliva, cebolla, ajo, jengibre, comino, cardamomo, pimienta blanca y negra, tomates, espinaca, agua, cayena, sal;;;;;;;
Muffins de Arándanos 100 % Integrales;Postre;harina integral, bicarbonato de sodio, suero de leche, miel, arándanos;;;;;;;
Pizza Vegetariana de Sartén Hondo;Segundo;azúcar, agua, levadura, harina, sal, cebollas, salsa de tomate, tomates, ajo, champiñones, brócoli, queso mozzarella;;;;;;;
Coliflor a la Diabla;Segundo;coliflor, mantequilla, harina, leche, laurel, nuez moscada, mostaza Dijon, salsa Worcestershire;;;;;;;
Pan de Eneldo;Segundo;harina, sal, agua, bicarbonato, azúcar, queso cottage, eneldo, huevo, cebolla, mantequilla;;;;;;;
Pan de Suero y Eneldo;Segundo;harina de trigo, levadura, azúcar, eneldo fresco y seco, bicarbonato, sal, pimienta, suero de leche;;;;;;;
Ensalada Doble de Repollo;Segundo;repollo morado y verde, espinaca, zanahoria, semillas de amapola y apio, mostaza, pimienta;;;;;;;
Baba Ganoush;Segundo;berenjenas, jugo de limón, tahini, ajo, sal, perejil, pimienta negra, cebolla china, aceite de oliva;;;;;;;
Moorkoppen Holandeses;Postre;agua, sal, mantequilla, harina, huevos, crema espesa, azúcar, azúcar glas;;;;;;;
Dumplings de Manzana Fáciles;Postre;manzanas, azúcar, agua, mantequilla, margarina, vainilla, canela;;;;;;;
Lasaña Fácil;Segundo;tomates, orégano, albahaca, pasta de tomate, salsa de soya, ajo, carne molida, agua, queso, perejil;;;;;;;
Stroganoff de Champiñones Fácil;Segundo;mantequilla, ajo, cebolla, champiñones, harina, vino blanco, crema agria, linguini;;;;;;;
Cazuela de Calabacín con Romero;Segundo;pollitos, sal, cayena, azúcar, aceite, ajo, calabacín, laurel, romero, ralladura y jugo de lima, tomates, agua;;;;;;;
Champán de Flor de Saúco;Bebida;flor de saúco, agua, azúcar, limones, vinagre de vino blanco;;;;;;;
Lasaña Creativa con Masa de Croissant;Segundo;salchicha, carne, cebolla, pasta de tomate, ajo, hierbas, sal, pimienta, queso cottage, huevo, parmesano, mozzarella, leche, sésamo;;;;;;;
Scones de Crema;Panadería;harina, sal, polvo de hornear, azúcar, mantequilla, huevos, crema espesa, pasas, agua;;;;;;;
Betabeles Crema;Segundo;mantequilla, cebolla, harina, leche, hierbas mixtas, betabeles, manzana tartar;;;;;;;
Pasta Cremosa con Salmón Ahumado y Mostaza Dijon;Menos de 60 Minutos;mantequilla, chalotes, ajo, salmón ahumado, cebollines, crema agria, crema agria ligera, mostaza Dijon, pimienta blanca;;;;;;;
Curry Cremoso de Verduras con Arroz;Arroz de grano largo;arroz de grano largo, sal, cebolla, curry en polvo, leche de coco, brócoli, zanahoria, calabaza;;;;;;;
Pan Plano Crujiente;Panadería;levadura comprimida fresca, agua, sal, harina de pan de 4 granos;;;;;;;
Pollo con Limón Crujiente;Segundo;harina de maíz, agua, pechugas de pollo, cebollín, jugo de limón, cáscara de limón, jengibre, azúcar moreno;;;;;;;
Gajos de Papa Crujientes;Segundo;papas russet, pimienta negra, sal, dientes de ajo, ketchup reducido en sodio;;;;;;;
Zanahorias al Curry en Olla de Cocción Lenta;Vegetales;zanahorias, curry suave, azúcar moreno, mantequilla;;;;;;;
Pollo agridulce en Olla de Cocción Lenta;Segundo;apio, pimiento verde, cebolla, tapioca, pechugas de pollo, trozos de piña, azúcar moreno oscuro, azúcar moreno claro, salsa de soya, salsa de soya ligera, ajo, jengibre;;;;;;;
Crepas austriacas de queso dulce horneadas en natillas;Desayuno;frutas secas, agua hirviendo, queso crema, huevos, ralladura de limón, vainilla, azúcar granulada, leche, azúcar glas;;;;;;;
Galletas de Pretzel Crujientes Sin Hornear;Postre;sirope de maíz ligero, leche, mantequilla, vainilla;;;;;;;
Pescado Crujiente al Horno;Menos de 60 Minutos;harina para todo uso, pimienta de limón, harina de maíz, cáscara de limón, albahaca seca;;;;;;;
Pan de Ajo Crujiente;Panadería;dientes de ajo, aceite de oliva, perejil fresco, tomillo fresco, tomillo seco, mejorana fresca, mejorana seca, pimentón, queso parmesano;;;;;;;
Sopa de Pollo con Arroz Salvaje;Segundo;arroz salvaje, pollos enteros, agua, champiñones, cebolla, apio, cubos de caldo de pollo instantáneo, pimienta blanca, mantequilla, harina, leche, jerez seco;;;;;;;
Pasta de Crema para Postrees;Noche de Semana;harina para todo uso, agua, mantequilla sin sal, sal, huevos, huevo;;;;;;;
Atún Cremoso;Almuerzo / Merienda;atún, leche, pimientos;;;;;;;
Rotini Cremoso con Champiñones y Cebolla;Bajo en colesterol;pasta rotini, tocino, ajo, cebolla de cocina, champiñones, hojas de tomillo seco, sal, pimienta, vino blanco seco, perejil fresco;;;;;;;
Postre de Queso Doble de Chocolate de la Tía Betty;Postre de queso;mantequilla, queso crema, azúcar, huevos, extracto de vainilla, crema agria;;;;;;;
Creme Brulee;Postre;crema espesa, vaina de vainilla, azúcar, huevos, azúcar moreno oscuro, frambuesas, chocolate para hornear, pacanas, nuez de Brasil, café, plátanos, mantequilla, brandy;;;;;;;
Sopa Verde y Dorada;Sopas;leche, hoja de laurel, mantequilla, harina, cebollas, frijoles verdes congelados;;;;;;;
Cobbler de Durazno con Tortilla;Postre;azúcar, maicena, jengibre confitado, tortillas de harina blanca, tortillas de trigo, azúcar;;;;;;;
Quiche Sin Costra Tricolor;Postrees salados;espinacas, zanahorias, papas, queso crema bajo en grasa, queso crema, queso suizo, harina para todo uso, leche, huevos, pimienta blanca, pimentón picante;;;;;;;
Papas Rellenas Dos Veces II;Segundo;papas, leche, margarina, queso cheddar;;;;;;;
Galletas de Chocolate Sin Hornear;Postre;avena en hojuelas, azúcar, leche, mantequilla, margarina, esencia de vainilla, sal;;;;;;;
Pollo Inusual;Segundo;pierna de pollo, chile en polvo, jengibre, sal, garam masala, salsa de soya, yogurt natural, hoja de curry, ajo, chile verde, cebollín, hojas de cilantro;;;;;;;
Pimientos Rojos Rellenos al Horno Vegetarianos;Segundo;arroz de grano largo, sal, pimientos dulces, mantequilla, margarina, cebolla, apio, semillas de girasol, perejil, huevos, orégano seco, pimienta negra, queso cheddar fuerte;;;;;;;
Chili con Bisquets;Segundo;garbanzos, frijoles rojos, apio, cebolla, vinagre de manzana, caldo de pollo bajo en sodio, chile en polvo, ajo, orégano seco, pimienta, queso cheddar bajo en grasa, harina común, harina integral, polvo de hornear, sal, leche descremada, crema agria baja en grasa;;;;;;;
Cazuela de Cebolla Vidalia;Segundo;mantequilla, mezcla de pan rallado con hierbas, huevos, leche, queso cheddar;;;;;;;
Crema Batida de Limón;Segundo;crema espesa, azúcar, jugo de limón, cáscara de limón;;;;;;;
Pancakes Integrales con Suero de Leche;Segundo;harina de trigo integral, harina de maíz, azúcar moreno, polvo de hornear, bicarbonato de sodio, sal, suero de leche, huevos;;;;;;;
Fideos sin Yema;Segundo;harina común, sal, agua, aceite de oliva;;;;;;;
Popovers de Pudín Yorkshire;Segundo;harina común, huevo, leche, sal;;;;;;;
Pollo Frito Picante;Segundo;harina de maíz, pimentón, sal, ajo en polvo, pimienta, comino, pechugas de pollo sin piel y deshuesadas;;;;;;;
Lasagna de Calabacín (Lasagne) - Baja en Carbohidratos;Segundo;calabacín, carne molida magra, cebolla, tomates, pasta de tomate, ajo, orégano seco, albahaca seca, tomillo seco, agua, pimienta, huevo, queso cottage bajo en grasa, queso mozzarella, harina;;;;;;;
Calabacín con Parmesano;Segundo;calabacín, margarina, cebolla, queso parmesano;;;;;;;
Postre de Calabaza y Manzana;Postre;azúcar moreno, maicena, canela, sal, agua, mantequilla, margarina, manzanas ácidas, calabaza enlatada, leche evaporada, azúcar, huevo, canela molida, sal;;;;;;;
Postre de Calabaza y Cítricos;Postre;mantequilla, cáscara de limón, azúcar glas, huevos, harina con levadura, calabaza, jugo de limón, azúcar;;;;;;;
Scones de Calabaza;Scones;harina, polvo de hornear, bicarbonato de sodio, jengibre, pimienta inglesa, nuez moscada, sal, manteca vegetal, azúcar moreno claro, calabaza en puré, yogur natural;;;;;;;
Mezcla Snack Chow Cachorro;Segundo;chocolate en trozos, mantequilla, mantequilla de maní, azúcar glas;;;;;;;
Pan de Carne de Res y Plato Principal con Salsa de Cebolla;Segundo;carne de res magra, huevo, perejil, cebolla, ajo, apio, tomillo, pimienta, sal, mantequilla, harina, vino tinto;;;;;;;
Waffles Elevados;Entrada;agua, levadura seca activa, azúcar granulada, mantequilla, sal, harina, huevos, bicarbonato de sodio, jarabe de arce puro;;;;;;;
Postre de Crema de Pasas;Postre;pasas, agua, huevos, azúcar, vinagre, harina, mantequilla, cremor tártaro, sal, vainilla, azúcar;;;;;;;
Postre de Pasas y Crema Agria;Postre;azúcar, harina, canela, pimienta inglesa, clavo de olor, crema agria, pasas, vinagre, bicarbonato de sodio, sal;;;;;;;
Pan de Pimiento Rojo;Entrada;caldo de pollo bajo en sodio, leche descremada, azúcar, sal, harina de maíz, mantequilla sin sal, pimienta de cayena, nuez moscada, cebolla amarilla, granos de maíz congelados, huevos, polvo de hornear;;;;;;;
Base de Arroz para Quiches o Postrees (Sin Gluten);Postre;arroz, hierba fresca, huevo;;;;;;;
Ensalada de Arroz con Tocino y Piña;Ensalada;piña, arroz de grano largo, tocino, cebolla, pepino, pimiento rojo;;;;;;;
Pimientos Asados;Entrada;pimiento;;;;;;;
Caramelo de Cristal para Niños;Dulces;azúcar granulada, agua;;;;;;;
Frijoles al Horno con Ron;Entrada;frijoles navales, melaza clara, salsa de soja, cebolla, mostaza preparada, ron;;;;;;;
Pan de Salvia y Trigo en Máquina de Pan;Entrada;leche, manteca, harina integral, harina para pan, harina de maíz, azúcar moreno, salvia seca, sal, levadura seca activa, levadura para máquina de pan;;;;;;;
Desmenuzado de Carne de Res;Carne;carne de res, cebolla, apio, champiñones, zanahoria, harina, salsa Worcestershire;;;;;;;
Salsa;Salsas;tomates, cebolla dulce, cilantro, ajo, jugo de lima, aceite de oliva, sal, comino, pimienta negra;;;;;;;
Bizcochos Salados de Leche;Entrada;harina, leche, sal, mantequilla, huevos;;;;;;;
Plato de Pan Sabroso;Entrada;queso, mostaza, huevos, leche;;;;;;;
Scones Escoceses;Entrada;harina, avena, azúcar moreno, polvo de hornear, sal, canela, mantequilla, margarina, leche, azúcar, canela;;;;;;;
Café Helado II;Bebida;(sin ingredientes especificados);;;;;;;
Estofado de Carne Irlandesa con Guinness Stout;Segundo;aceite de oliva, hojas de laurel, carne para estofado de res, cebolla amarilla, dientes de ajo, tomillo seco, romero seco, harina común, perejil, zanahoria;;;;;;;
Irresistibles Galletas de Mantequilla de Maní;Postre;manteca, mantequilla de maní cremosa, azúcar moreno, leche, vainilla, huevo, harina común, sal, bicarbonato de sodio;;;;;;;
Masa para Postre Saludable;Segundo;harina, sal, aceite de canola, leche descremada;;;;;;;
Galletas con Mezcla para Postre de Heloise;Postre;huevos;;;;;;;
Batidos de 3 Frutas;Bebida;fresas congeladas, leche descremada, arándanos;;;;;;;
Pescado Horneado con Limón y Pimienta Negra;Segundo;sal, cúrcuma, polvo de comino, pimienta negra fresca, ajo, jugo de limón;;;;;;;
Tarta Gitana;Postre;leche evaporada, azúcar muscovado oscuro;;;;;;;
Galletas Hamantaschen (Sombreros de Hamán);Postre;huevos, azúcar, cáscara de naranja, margarina, mantequilla, harina común, harina sin blanquear, relleno de ciruelas;;;;;;;
Hamburguesa Diane;Segundo;sal, pimienta, mantequilla, mostaza preparada, jugo de limón, salsa Worcestershire;;;;;;;
Pan de Hobo;Entrada;pasas, agua, bicarbonato de sodio, harina, azúcar moreno, sal, vainilla;;;;;;;
Mayonesa Casera;Entrada;huevo, jugo de limón fresco, aceite de oliva, pimienta negra, sal;;;;;;;
Pop-Tarts Caseros;Desayuno;(ingredientes no especificados);;;;;;;
Mezcla de Cacao Caliente;Bebida;leche en polvo, azúcar en polvo;;;;;;;
Cazuela de Frutas Calientes;Postre;trozos de piña, cerezas Queen Anne, mantequilla, azúcar moreno, almidón de maíz, curry en polvo;;;;;;;
Pollo Karaage Japonés (Pollo Frito);Segundo;carne de pierna de pollo, sal, sake japonés, harina, curry en polvo, ajo en polvo, pimienta negra, pimentón;;;;;;;
Keftedakia;Segundo;aceite de oliva, cebolla, pavo, huevo, hojuelas de menta secas, ajo, orégano, sal, pimienta negra, harina común;;;;;;;
Bizcochos de Kentucky;Entrada;harina, sal, azúcar, polvo de hornear, leche, manteca vegetal;;;;;;;
Ensalada de Lentejas y Bulgur;Segundo;lentejas francesas, agua, trigo Bulgur, nueces, aceite de oliva extra virgen, jugo de limón, vinagre de vino tinto con ajo, diente de ajo, sal, pimienta negra, pimiento rojo, pimiento verde, cebolla roja, apio, rábanos, pepino, perejil;;;;;;;
Postre de Queso en 3 Pasos;Postre;queso crema, azúcar, vainilla, huevos, costra de galletas graham, crema agria, fresas;;;;;;;
Bananas Flambe;Postre;plátanos, mantequilla, azúcar moreno, ron oscuro, ron ligero;;;;;;;
Mai Tai Dessert;Postre;bizcochos de soletilla, Postre, piña, azúcar, sal, leche, jugo de lima, ron blanco, piña, azúcar, nata espesa;;;;;;;
Manifold Roast (Car - b - que);Segundo;(ingredientes no especificados);;;;;;;
Maple Baked Pork and Beans;Segundo;frijoles navy, tocino salado, kétchup, jarabe de arce puro, azúcar moreno oscuro, mostaza Dijon, pimienta de cayena, clavos, agua hirviendo;;;;;;;
Maple Walnut Fudge;Dulces;mantequilla, margarina, leche evaporada Carnation, azúcar granulada, sal, malvaviscos miniatura, nueces;;;;;;;
Maryland White Potato Pie;Postre;papas, mantequilla, azúcar, polvo de hornear, sal, leche, cáscara de limón, jugo de limón, vainilla, nuez moscada, huevos;;;;;;;
Mexican Hamburgers;Segundo;carne de res, chiles verdes, cebolla;;;;;;;
Barbecue Chicken;Segundo;piezas de pollo, cebolla, salsa de tomate, yogur natural sin grasa, jengibre fresco, ajo, pimienta de cayena, clavos, semillas de comino, vainas de cardamomo, sal, garam masala;;;;;;;
Microwaved Garlic Mushroom Rolls;Segundo;mantequilla, ajo, champiñones, jugo de limón, pimienta, perejil;;;;;;;
Minestrone;Sopa;aceite de oliva, ajo, cebolla, repollo, calabacín, zanahorias, apio, tomates enteros, garbanzos, frijoles rojos, espinaca, caldo de pollo, jugo de tomate, vino blanco seco, hojas de albahaca secas, orégano, pimienta, pasta, queso parmesano;;;;;;;
Sopa de Cebolla Mixta en Tazones de Pan de Masa Madre;Cena Rápida;mantequilla, puerros, cebollas rojas, chalotas, harina común, ajo, jerez seco, caldo de pollo bajo en sodio, tomillo fresco, romero fresco;;;;;;;
Postre de Manzana Simulado;Postre;azúcar granulada, agua, cremor tártaro, mantequilla, canela;;;;;;;
Postre de Manzana Simulado II;Postre;agua, cremor tártaro, cáscara de limón, azúcar, jugo de limón, mantequilla, margarina, canela;;;;;;;
Postre de Manzana Simulado III;Postre;agua, azúcar, cremor tártaro, mantequilla, canela;;;;;;;
Maíz Indio Mohawk;Vegetales;maíz en grano entero, nueces negras, mantequilla;;;;;;;
Postreito de Feria de Mamá;Postre;huevos, azúcar, leche, harina, sal, polvo de hornear;;;;;;;
Pollo a la Parrilla;Segundo;agua, vinagre, catsup, salsa Worcestershire, mostaza seca, cebollas, pimienta negra, pollos para asar;;;;;;;
Croquetas de Risotto de Champiñones;Segundo;cebolla, ajo, champiñones, shiitake, mantequilla, arroz arborio, arroz de grano corto, queso parmesano, harina, aceite de oliva, tomates, ajo, hojas de albahaca fresca, sal, pimienta fresca;;;;;;;
Mis Frijoles Horneados Favoritos;Segundo;tocino, cebolla, azúcar moreno, catsup, salsa Worcestershire, mostaza preparada;;;;;;;
Muslos de Pollo a la Parrilla al Vino;Segundo;muslos de pollo, mantequilla, chalotas, ajo, mermelada de grosella roja, vino tinto, mostaza seca, jengibre;;;;;;;
Ensalada de Papas de Mamá;Ensalada;papas blancas, pimiento verde, cebolla española, huevos, pepinos, mayonesa Hellmann's, mostaza amarilla, rábano picante;;;;;;;
Macarrones con Queso Italiano de Nancy;Segundo;agua, queso monterrey jack, queso parmesano, orégano, albahaca dulce, ajo en polvo, sal, cebolla en polvo, macarrones en codo;;;;;;;
Papas Nuevas con Mantequilla de Ajo;Entrada;mantequilla, ajo, papas;;;;;;;
Buñuelos de Avena de Sudáfrica;Entrada;avena arrollada, tocino, champiñones, tomates, huevo, perejil;;;;;;;
Muffins de Avena;Postre;avena de cocción rápida, suero de leche, huevo, azúcar moreno, manteca, harina, sal, polvo de hornear, bicarbonato de sodio;;;;;;;
Postre de Cebolla;Postre;cebollas, huevos, harina, sal, semillas de alcarraza, pimienta, leche;;;;;;;
Pavo a la Parrilla en Pan;Entrada;cebolla, pimiento verde, pavo, pasta de tomate, agua, mostaza estilo Dijon, ajo en polvo;;;;;;;
Postre Abierto de Durazno;Postre;harina, polvo de hornear, sal, azúcar, mantequilla, azúcar, canela, nuez moscada, nata espesa;;;;;;;
Postreitos de Naranja;Postre;mantequilla, azúcar, huevos, harina, polvo de hornear, cáscara de naranja;;;;;;;
Ensalada de Orzo con Tomate, Feta y Aceitunas;Ensalada;pasta de orzo, queso feta, perejil fresco, eneldo fresco, tomates, aceitunas verdes, jugo de limón;;;;;;;
Aderezo de Ensalada Griego Sobresaliente;Segundo;ajo, vinagre de vino tinto, sal, pimienta negra, cayena, aceite de oliva, filetes de anchoa, pasta de anchoa;;;;;;;
Postrees Sorpresa;Entrada;tocino, papas, crema agria, mantequilla;;;;;;;
Papas con Parmesano y Perejil;Entrada;papas para hornear, queso parmesano fresco, harina todo uso, perejil seco, sal, pimienta, mantequilla, margarina;;;;;;;
